,no_bab,nama_bab,no_bagian,nama_bagian,no_paragraf,nama_paragraf,no_pasal,no_ayat,isi_ayat,pasal_ayat,penjelasan_pasal,no_ayat_y,penjelasan,nomor_uu,tahun_uu
41,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN DANA",,,,,16,4," Apabila Kabupaten Musi Rawas tidak memenuhi kesanggupannya
memberikan hibah sesuai ketentuan sebagaimana dimaksud pada
ayat (1), Pemerintah mengurangi penerimaan dana perimbangan dari
Kabupaten Musi Rawas untuk diberikan kepada Pemerintah
Kabupaten Musi Rawas Utara.",16-4,"Ayat (1)
Yang dimaksud dengan hibah dalam ketentuan ini adalah
pemberian sejumlah dana yang didasarkan pada Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Musi Rawas
Nomor 11 Tahun 2010 tanggal 7 Juni 2010 dan Keputusan
Bupati Musi Rawas Nomor 342/KPTS/I/2009 tanggal 1 Juni
2009, termasuk untuk pelaksanaan pemilihan Bupati dan
Wakil Bupati Musi Rawas Utara pertama kali.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Dewan Perwakilan Rakyat
Daerah Provinsi Sumatera Selatan Nomor 1 Tahun 2009
tanggal 5 Januari 2009 dan Keputusan Gubernur Sumatera
Selatan Nomor 440/KPTS/I/2010 tanggal 28 Juni 2010,
termasuk untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Musi Rawas Utara pertama kali.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",4,"Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.",16,2013
42,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN DANA",,,,,16,5," Apabila Provinsi Sumatera Selatan tidak memenuhi kesanggupannya
memberikan bantuan dana sesuai ketentuan sebagaimana dimaksud
pada ayat (2), Pemerintah mengurangi penerimaan dana perimbangan
dari Provinsi Sumatera Selatan untuk diberikan kepada Pemerintah
Kabupaten Musi Rawas Utara.",16-5,"Ayat (1)
Yang dimaksud dengan hibah dalam ketentuan ini adalah
pemberian sejumlah dana yang didasarkan pada Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Musi Rawas
Nomor 11 Tahun 2010 tanggal 7 Juni 2010 dan Keputusan
Bupati Musi Rawas Nomor 342/KPTS/I/2009 tanggal 1 Juni
2009, termasuk untuk pelaksanaan pemilihan Bupati dan
Wakil Bupati Musi Rawas Utara pertama kali.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Dewan Perwakilan Rakyat
Daerah Provinsi Sumatera Selatan Nomor 1 Tahun 2009
tanggal 5 Januari 2009 dan Keputusan Gubernur Sumatera
Selatan Nomor 440/KPTS/I/2010 tanggal 28 Juni 2010,
termasuk untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Musi Rawas Utara pertama kali.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",5,"Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.",16,2013
43,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN DANA",,,,,16,6," Penjabat Bupati Musi Rawas Utara menyampaikan laporan
pertanggungjawaban realisasi penggunaan hibah sebagaimana
dimaksud pada ayat (1) kepada Bupati Musi Rawas.",16-6,"Ayat (1)
Yang dimaksud dengan hibah dalam ketentuan ini adalah
pemberian sejumlah dana yang didasarkan pada Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Musi Rawas
Nomor 11 Tahun 2010 tanggal 7 Juni 2010 dan Keputusan
Bupati Musi Rawas Nomor 342/KPTS/I/2009 tanggal 1 Juni
2009, termasuk untuk pelaksanaan pemilihan Bupati dan
Wakil Bupati Musi Rawas Utara pertama kali.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Dewan Perwakilan Rakyat
Daerah Provinsi Sumatera Selatan Nomor 1 Tahun 2009
tanggal 5 Januari 2009 dan Keputusan Gubernur Sumatera
Selatan Nomor 440/KPTS/I/2010 tanggal 28 Juni 2010,
termasuk untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Musi Rawas Utara pertama kali.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",6,Cukup jelas.,16,2013
44,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN DANA",,,,,16,7," Penjabat Bupati Musi Rawas Utara menyampaikan laporan
pertanggungjawaban realisasi penggunaan dana hibah dan dana
bantuan sebagaimana dimaksud pada ayat (1) dan ayat (2) kepada
Gubernur Sumatera Selatan.",16-7,"Ayat (1)
Yang dimaksud dengan hibah dalam ketentuan ini adalah
pemberian sejumlah dana yang didasarkan pada Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Musi Rawas
Nomor 11 Tahun 2010 tanggal 7 Juni 2010 dan Keputusan
Bupati Musi Rawas Nomor 342/KPTS/I/2009 tanggal 1 Juni
2009, termasuk untuk pelaksanaan pemilihan Bupati dan
Wakil Bupati Musi Rawas Utara pertama kali.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Dewan Perwakilan Rakyat
Daerah Provinsi Sumatera Selatan Nomor 1 Tahun 2009
tanggal 5 Januari 2009 dan Keputusan Gubernur Sumatera
Selatan Nomor 440/KPTS/I/2010 tanggal 28 Juni 2010,
termasuk untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Musi Rawas Utara pertama kali.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",7,Cukup jelas.,16,2013
45,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN DANA",,,,,17,,"Penjabat Bupati Musi Rawas Utara berkewajiban melakukan
penatausahaan keuangan daerah sesuai dengan peraturan perundang-
undangan.",17-,Cukup jelas.,,Cukup jelas.,16,2013
46,VII,PEMBINAAN,,,,,18,1," Untuk mengefektifkan penyelenggaraan pemerintahan daerah,
Pemerintah dan Pemerintah Provinsi Sumatera Selatan melakukan
pembinaan dan fasilitasi secara khusus terhadap Kabupaten Musi
Rawas Utara dalam waktu 3 (tiga) tahun sejak diresmikan.",18-1,Cukup jelas.,,,16,2013
47,VII,PEMBINAAN,,,,,18,2," Pemerintah bersama Gubernur Sumatera Selatan melakukan evaluasi
terhadap penyelenggaraan pemerintahan Kabupaten Musi Rawas
Utara sesuai peraturan perundang-undangan.",18-2,Cukup jelas.,,,16,2013
48,VII,PEMBINAAN,,,,,18,3," Hasil evaluasi sebagaimana dimaksud pada ayat (2) dijadikan acuan
kebijakan lebih lanjut oleh Pemerintah dan/atau Gubernur Provinsi
Sumatera Selatan sesuai dengan peraturan perundang-undangan.",18-3,Cukup jelas.,,,16,2013
49,VIII,KETENTUAN PERALIHAN,,,,,19,1," Sebelum terbentuknya Dewan Perwakilan Rakyat Daerah Kabupaten
Musi Rawas Utara berdasarkan hasil Pemilihan Umum Tahun 2014,
Penjabat Bupati Musi Rawas Utara menyusun Rancangan Peraturan
Bupati tentang Anggaran Pendapatan dan Belanja Daerah Kabupaten
Musi Rawas Utara untuk tahun anggaran berikutnya.",19-1,Cukup jelas.,,,16,2013
50,VIII,KETENTUAN PERALIHAN,,,,,19,2," Rancangan Peraturan Bupati Musi Rawas Utara sebagaimana
dimaksud pada ayat (1) dilaksanakan setelah disahkan oleh Gubernur
Sumatera Selatan.",19-2,Cukup jelas.,,,16,2013
51,VIII,KETENTUAN PERALIHAN,,,,,19,3," Proses pengesahan dan penetapan Peraturan Bupati Musi Rawas
Utara sebagaimana dimaksud pada ayat (2) dilaksanakan sesuai
dengan peraturan perundang-undangan.",19-3,Cukup jelas.,,,16,2013
52,VIII,KETENTUAN PERALIHAN,,,,,20,,"Sebelum Bupati Musi Rawas Utara bersama Dewan Perwakilan Rakyat
Daerah Kabupaten Musi Rawas Utara menetapkan peraturan daerah, dan
Bupati Musi Rawas Utara menetapkan peraturan bupati sebagai
pelaksanaan Undang-Undang ini, semua peraturan daerah dan Peraturan
Bupati Musi Rawas sepanjang tidak bertentangan dengan Undang-Undang
ini tetap berlaku di Kabupaten Musi Rawas Utara.",20-,Cukup jelas,,Cukup jelas,16,2013
53,IX,KETENTUAN PENUTUP,,,,,21,,"Pada saat Undang-Undang ini mulai berlaku, semua ketentuan dalam
peraturan perundang-undangan yang berkaitan dengan Kabupaten Musi
Rawas Utara harus disesuaikan dengan Undang-Undang ini.",21-,Cukup jelas.,,Cukup jelas.,16,2013
54,IX,KETENTUAN PENUTUP,,,,,22,,"Undang-Undang ini mulai berlaku pada tanggal diundangkan.
Agar setiap orang mengetahuinya, memerintahkan pengundangan
Undang-Undang ini dengan penempatannya dalam Lembaran Negara
Republik Indonesia.
Disahkan di Jakarta
pada tanggal 10 Juli 2013
PRESIDEN REPUBLIK INDONESIA,
DR. H. SUSILO BAMBANG YUDHOYONO
Diundangkan di Jakarta
pada tanggal 10 Juli 2013
MENTERI HUKUM DAN HAK ASASI MANUSIA
REPUBLIK INDONESIA,
AMIR SYAMSUDIN
LAMPIRAN
UNDANG-UNDANG REPUBLIK INDONESIA
NOMOR 16 TAHUN 2013
TENTANG
PEMBENTUKAN KABUPATEN MUSI RAWAS UTARA DI
PROVINSI SUMATERA SELATAN
PRESIDEN REPUBLIK INDONESIA,
DR. H. SUSILO BAMBANG YUDHOYONO",22-,Cukup jelas.,,Cukup jelas.,16,2013
0,I,KETENTUAN UMUM,,,,,1,,"Dalam Undang-Undang ini yang dimaksud dengan:
1. Organisasi Kemasyarakatan yang selanjutnya disebut Ormas adalah
organisasi yang didirikan dan dibentuk oleh masyarakat secara
sukarela berdasarkan kesamaan aspirasi, kehendak, kebutuhan,
kepentingan, kegiatan, dan tujuan untuk berpartisipasi dalam
pembangunan demi tercapainya tujuan Negara Kesatuan Republik
Indonesia yang berdasarkan Pancasila.
2. Anggaran Dasar yang selanjutnya disingkat AD adalah peraturan
dasar Ormas.
3. Anggaran Rumah Tangga yang selanjutnya disingkat ART adalah
peraturan yang dibentuk sebagai penjabaran AD Ormas.
4. Pemerintah adalah Presiden Republik Indonesia yang memegang
kekuasaan pemerintahan Negara Republik Indonesia sebagaimana
dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia
Tahun 1945.
5. Pemerintah Daerah adalah gubernur, bupati, atau walikota, dan
perangkat daerah sebagai unsur penyelenggara pemerintahan daerah.
6. Menteri adalah menteri yang menyelenggarakan urusan pemerintahan
di bidang dalam negeri.",1-,Cukup jelas.,,Cukup jelas.,17,2013
1,II,"ASAS, CIRI, DAN SIFAT",,,,,2,,"Asas Ormas tidak bertentangan dengan Pancasila dan Undang-Undang
Dasar Negara Republik Indonesia Tahun 1945.",2-,Cukup jelas.,,Cukup jelas.,17,2013
2,II,"ASAS, CIRI, DAN SIFAT",,,,,3,,"Ormas dapat mencantumkan ciri tertentu yang mencerminkan kehendak
dan cita-cita Ormas yang tidak bertentangan dengan Pancasila dan
Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.",3-,Cukup jelas.,,Cukup jelas.,17,2013
3,II,"ASAS, CIRI, DAN SIFAT",,,,,4,,"Ormas bersifat sukarela, sosial, mandiri, nirlaba, dan demokratis.",4-,Cukup jelas.,,Cukup jelas.,17,2013
4,III,"TUJUAN, FUNGSI, DAN RUANG LINGKUP",,,,,5,,"Ormas bertujuan untuk:
a. meningkatkan partisipasi dan keberdayaan masyarakat;
b. memberikan pelayanan kepada masyarakat;
c. menjaga nilai agama dan kepercayaan terhadap Tuhan Yang Maha
Esa;
d. melestarikan dan memelihara norma, nilai, moral, etika, dan budaya
yang hidup dalam masyarakat;
e. melestarikan sumber daya alam dan lingkungan hidup;
f. mengembangkan kesetiakawanan sosial, gotong royong, dan toleransi
dalam kehidupan bermasyarakat;
g. menjaga, memelihara, dan memperkuat persatuan dan kesatuan
bangsa; dan
h. mewujudkan tujuan negara.",5-,"Huruf a
Cukup jelas.
Huruf b
Cukup jelas.
Huruf c
Cukup jelas.
Huruf d
Cukup jelas.
Huruf e
Cukup jelas.
Huruf f
Cukup jelas.
Huruf g
Cukup jelas.
Huruf h
Yang dimaksud dengan “mewujudkan tujuan negara” adalah
sebagaimana termaktub dalam Pembukaan Undang-Undang
Dasar Negara Republik Indonesia Tahun 1945, yaitu
“melindungi segenap bangsa Indonesia dan seluruh tumpah
darah Indonesia, untuk memajukan kesejahteraan umum,
mencerdaskan kehidupan bangsa, dan ikut melaksanakan
ketertiban dunia yang berdasarkan kemerdekaan,
perdamaian abadi, dan keadilan sosial”.",,"Huruf a
Cukup jelas.
Huruf b
Cukup jelas.
Huruf c
Cukup jelas.
Huruf d
Cukup jelas.
Huruf e
Cukup jelas.
Huruf f
Cukup jelas.
Huruf g
Cukup jelas.
Huruf h
Yang dimaksud dengan “mewujudkan tujuan negara” adalah
sebagaimana termaktub dalam Pembukaan Undang-Undang
Dasar Negara Republik Indonesia Tahun 1945, yaitu
“melindungi segenap bangsa Indonesia dan seluruh tumpah
darah Indonesia, untuk memajukan kesejahteraan umum,
mencerdaskan kehidupan bangsa, dan ikut melaksanakan
ketertiban dunia yang berdasarkan kemerdekaan,
perdamaian abadi, dan keadilan sosial”.",17,2013
5,III,"TUJUAN, FUNGSI, DAN RUANG LINGKUP",,,,,6,,"Ormas berfungsi sebagai sarana:
a. penyalur kegiatan sesuai dengan kepentingan anggota dan/atau
tujuan organisasi;
b. pembinaan dan pengembangan anggota untuk mewujudkan tujuan
organisasi;
c. penyalur aspirasi masyarakat;
d. pemberdayaan masyarakat;
e. pemenuhan pelayanan sosial;
f. partisipasi masyarakat untuk memelihara, menjaga, dan memperkuat
persatuan dan kesatuan bangsa; dan/atau
g. pemelihara dan pelestari norma, nilai, dan etika dalam kehidupan
bermasyarakat, berbangsa, dan bernegara.",6-,Cukup jelas.,,Cukup jelas.,17,2013
6,III,"TUJUAN, FUNGSI, DAN RUANG LINGKUP",,,,,7,1," Ormas memiliki bidang kegiatan sesuai dengan AD/ART masing-
masing.",7-1,Cukup jelas.,,,17,2013
7,III,"TUJUAN, FUNGSI, DAN RUANG LINGKUP",,,,,7,2," Bidang kegiatan sebagaimana dimaksud pada ayat (1) sesuai dengan
sifat, tujuan, dan fungsi Ormas sebagaimana dimaksud dalam Pasal
4, Pasal 5, dan Pasal 6.",7-2,Cukup jelas.,,,17,2013
8,III,"TUJUAN, FUNGSI, DAN RUANG LINGKUP",,,,,8,,"Ormas memiliki lingkup:
a. nasional;
b. provinsi; atau
c. kabupaten/kota.",8-,Cukup jelas.,,Cukup jelas.,17,2013
9,IV,PENDIRIAN,,,,,9,,"Ormas didirikan oleh 3 (tiga) orang warga negara Indonesia atau lebih,
kecuali Ormas yang berbadan hukum yayasan.",9-,Cukup jelas.,,Cukup jelas.,17,2013
10,IV,PENDIRIAN,,,,,10,1," Ormas sebagaimana dimaksud dalam Pasal 9 dapat berbentuk:
a. badan hukum; atau
b. tidak berbadan hukum.",10-1,Cukup jelas.,,,17,2013
11,IV,PENDIRIAN,,,,,10,2," Ormas sebagaimana dimaksud pada ayat (1) dapat:
a. berbasis anggota; atau
b. tidak berbasis anggota.",10-2,Cukup jelas.,,,17,2013
12,IV,PENDIRIAN,,,,,11,1," Ormas berbadan hukum sebagaimana dimaksud dalam Pasal 10 ayat(1) huruf a dapat berbentuk:
a. perkumpulan; atau
b. yayasan.",11-1,Cukup jelas.,,,17,2013
13,IV,PENDIRIAN,,,,,11,2," Ormas berbadan hukum perkumpulan sebagaimana dimaksud pada
ayat (1) huruf a didirikan dengan berbasis anggota.",11-2,Cukup jelas.,,,17,2013
14,IV,PENDIRIAN,,,,,11,3, Ormas berbadan hukum yayasan sebagaimana dimaksud pada ayat(1) huruf b didirikan dengan tidak berbasis anggota.,11-3,Cukup jelas.,,,17,2013
15,IV,PENDIRIAN,,,,,12,1," Badan hukum perkumpulan sebagaimana dimaksud dalam Pasal 11
ayat (1) huruf a didirikan dengan memenuhi persyaratan:
a. akta pendirian yang dikeluarkan oleh notaris yang memuat AD
dan ART;
b. program kerja;
c. sumber pendanaan;
d. surat keterangan domisili;
e. nomor pokok wajib pajak atas nama perkumpulan; dan
f. surat pernyataan tidak sedang dalam sengketa kepengurusan
atau dalam perkara di pengadilan.",12-1,Cukup jelas.,,,17,2013
16,IV,PENDIRIAN,,,,,12,2," Pengesahan sebagai badan hukum perkumpulan dilakukan oleh
menteri yang menyelenggarakan urusan pemerintahan di bidang
hukum dan hak asasi manusia.",12-2,Cukup jelas.,,,17,2013
17,IV,PENDIRIAN,,,,,12,3," Pengesahan sebagai badan hukum perkumpulan sebagaimana
dimaksud pada ayat (2) dilakukan setelah meminta pertimbangan dari
instansi terkait.",12-3,Cukup jelas.,,,17,2013
18,IV,PENDIRIAN,,,,,12,4," Ketentuan lebih lanjut mengenai badan hukum perkumpulan
sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3) diatur
dengan undang-undang.",12-4,Cukup jelas.,,,17,2013
19,IV,PENDIRIAN,,,,,13,,"Badan hukum yayasan sebagaimana dimaksud dalam Pasal 11 ayat (1)
huruf b diatur dan dilaksanakan sesuai dengan ketentuan peraturan
perundang-undangan.",13-,Cukup jelas.,,Cukup jelas.,17,2013
20,IV,PENDIRIAN,,,,,14,1," Dalam upaya mengoptimalkan peran dan fungsinya, Ormas dapat
membentuk suatu wadah berhimpun.",14-1,Cukup jelas.,,,17,2013
21,IV,PENDIRIAN,,,,,14,2," Wadah berhimpun sebagaimana dimaksud pada ayat (1) tidak harus
tunggal, kecuali ditentukan lain dalam undang-undang.",14-2,Cukup jelas.,,,17,2013
22,V,PENDAFTARAN,,,,,15,1," Ormas berbadan hukum dinyatakan terdaftar setelah mendapatkan
pengesahan badan hukum.",15-1,Cukup jelas.,,,17,2013
23,V,PENDAFTARAN,,,,,15,2," Pendaftaran Ormas berbadan hukum sebagaimana dimaksud pada
ayat (1) dilakukan sesuai dengan ketentuan peraturan perundang-
undangan.",15-2,Cukup jelas.,,,17,2013
24,V,PENDAFTARAN,,,,,15,3," Dalam hal telah memperoleh status badan hukum, Ormas
sebagaimana dimaksud pada ayat (1) tidak memerlukan surat
keterangan terdaftar.",15-3,Cukup jelas.,,,17,2013
25,V,PENDAFTARAN,,,,,16,1," Pendaftaran Ormas yang tidak berbadan hukum sebagaimana
dimaksud dalam Pasal 10 ayat (1) huruf b dilakukan dengan
pemberian surat keterangan terdaftar.",16-1,Cukup jelas.,,,17,2013
26,V,PENDAFTARAN,,,,,16,2," Pendaftaran Ormas yang tidak berbadan hukum sebagaimana
dimaksud pada ayat (1) dilakukan dengan memenuhi persyaratan:
a. akta pendirian yang dikeluarkan oleh notaris yang memuat AD
atau AD dan ART;
b. program kerja;
c. susunan pengurus;
d. surat keterangan domisili;
e. nomor pokok wajib pajak atas nama Ormas;
f. surat pernyataan tidak dalam sengketa kepengurusan atau tidak
dalam perkara di pengadilan; dan
g. surat pernyataan kesanggupan melaporkan kegiatan.",16-2,Cukup jelas.,,,17,2013
27,V,PENDAFTARAN,,,,,16,3," Surat keterangan terdaftar sebagaimana dimaksud pada ayat (1)
diberikan oleh:
a. Menteri bagi Ormas yang memiliki lingkup nasional;
b. gubernur bagi Ormas yang memiliki lingkup provinsi; atau
c. bupati/walikota bagi Ormas yang memiliki lingkup
kabupaten/kota.",16-3,Cukup jelas.,,,17,2013
28,V,PENDAFTARAN,,,,,17,1," Menteri, gubernur, atau bupati/walikota sebagaimana dimaksud
dalam Pasal 16 ayat (3) wajib melakukan verifikasi dokumen
pendaftaran paling lama 15 (lima belas) hari kerja terhitung sejak
diterimanya dokumen pendaftaran.",17-1,Cukup jelas.,,,17,2013
29,V,PENDAFTARAN,,,,,17,2," Dalam hal dokumen permohonan belum lengkap Menteri, gubernur,
atau bupati/walikota sebagaimana dimaksud pada ayat (1) meminta
Ormas pemohon untuk melengkapinya dalam waktu paling lama 15
(lima belas) hari kerja terhitung sejak tanggal penyampaian
ketidaklengkapan dokumen permohonan.",17-2,Cukup jelas.,,,17,2013
30,V,PENDAFTARAN,,,,,17,3," Dalam hal Ormas lulus verifikasi, Menteri, gubernur, atau
bupati/walikota sebagaimana dimaksud pada ayat (1) memberikan
surat keterangan terdaftar dalam jangka waktu paling lama 7 (tujuh)
hari kerja.",17-3,Cukup jelas.,,,17,2013
31,V,PENDAFTARAN,,,,,18,1," Dalam hal Ormas tidak berbadan hukum yang tidak memenuhi
persyaratan untuk diberi surat keterangan terdaftar sebagaimana
dimaksud dalam Pasal 16 dilakukan pendataan sesuai dengan alamat
dan domisili.",18-1,Cukup jelas.,,,17,2013
32,V,PENDAFTARAN,,,,,18,2," Pendataan Ormas sebagaimana dimaksud pada ayat (1) dilakukan
oleh camat atau sebutan lain.",18-2,Cukup jelas.,,,17,2013
33,V,PENDAFTARAN,,,,,18,3," Pendataan Ormas sebagaimana dimaksud pada ayat (1) meliputi:
a. nama dan alamat organisasi;
b. nama pendiri;
c. tujuan dan kegiatan; dan
d. susunan pengurus.",18-3,Cukup jelas.,,,17,2013
34,V,PENDAFTARAN,,,,,19,,"Ketentuan lebih lanjut mengenai tata cara pendaftaran dan pendataan
Ormas sebagaimana dimaksud dalam Pasal 16, Pasal 17, dan Pasal 18
diatur dalam Peraturan Pemerintah.",19-,Cukup jelas.,,Cukup jelas.,17,2013
